shipment_id,customer_id,customer_name,industry,origin_city,origin_region,destination_city,destination_region,transport_mode,carrier,commodity_type,weight_lbs,num_pallets,ship_date,delivery_date,transit_days,status,on_time_delivery,base_freight_cost,fuel_surcharge,accessorial_charges,total_freight_cost,cost_per_lb,damage_claim,damage_amount
SHP-000476,C006,PetroChem Industries,Chemicals,"Dallas, TX",US-South,"Phoenix, AZ",US-West,Truck (FTL),IronRail Transport,Oversized Load,30923.3,25,2024-11-08,2024-11-09,1,Delivered,True,2702.7,462.27,0,3164.97,0.1023,True,1765.36
SHP-000477,C008,SteelForge Ltd,Metals,"Dallas, TX",US-South,"Nashville, TN",US-South,Air Freight,Continental Express,Fragile Items,3495.0,2,2025-02-03,2025-02-05,2,Delivered,True,5857.62,1046.03,0,6903.65,1.9753,False,0
SHP-000478,C002,GlobalTech Solutions,Electronics,"Newark, NJ",US-East,"Phoenix, AZ",US-West,Intermodal,Heartland Trucking,Bulk Commodities,53038.0,50,2024-03-18,2024-03-30,12,Delivered,True,2556.43,315.97,423.67,3296.07,0.0621,False,0
SHP-000479,C005,BuildRight Materials,Construction,"Columbus, OH",US-Midwest,"Detroit, MI",US-Midwest,Truck (LTL),Apex Freight Solutions,Refrigerated Goods,8457.5,8,2025-06-27,2025-07-10,13,Delayed,,812.77,92.4,0,905.17,0.107,False,0
SHP-000480,C011,PackLogic Systems,Packaging,"Atlanta, GA",US-South,"Portland, OR",US-West,Rail,Continental Express,Finished Products,56013.9,36,2024-07-03,2024-07-08,5,Delivered,True,2022.1,288.14,381.72,2691.96,0.0481,False,0
SHP-000481,C003,FreshHarvest Foods,Food & Beverage,"Columbus, OH",US-Midwest,"Minneapolis, MN",US-Midwest,Truck (LTL),Pacific Route Lines,Fragile Items,5373.9,5,2025-10-03,2025-10-10,7,Delayed,,991.48,155.58,283.06,1430.12,0.2661,False,0
SHP-000482,C004,MedSupply Corp,Healthcare,"Houston, TX",US-South,"Vancouver, BC",Canada,Ocean,SkyBridge Air Cargo,High-Value Goods,166140.1,92,2025-02-26,2025-03-29,31,Delivered,True,5798.29,501.22,0,6299.51,0.0379,False,0
SHP-000483,C005,BuildRight Materials,Construction,"Columbus, OH",US-Midwest,"Denver, CO",US-West,Intermodal,IronRail Transport,Refrigerated Goods,23434.1,14,2025-03-22,2025-04-01,10,Delivered,True,991.26,161.3,279.91,1432.47,0.0611,False,0
SHP-000484,C003,FreshHarvest Foods,Food & Beverage,"Atlanta, GA",US-South,"San Francisco, CA",US-West,Truck (FTL),SkyBridge Air Cargo,Fragile Items,27028.2,22,2024-02-26,2024-03-05,8,Delayed,,2473.08,208.29,391.12,3072.49,0.1137,False,0
SHP-000485,C002,GlobalTech Solutions,Electronics,"Dallas, TX",US-South,"Phoenix, AZ",US-West,Ocean,TransNational Freight,High-Value Goods,364874.9,261,2025-06-18,,,Cancelled,,5181.22,472.49,466.47,6120.18,0.0168,False,0
SHP-000486,C010,QuickRetail Group,Retail,"Chicago, IL",US-Midwest,"Monterrey, MX",Mexico,Rail,PrimeMove Carriers,Machinery & Equipment,90191.1,67,2024-06-28,2024-07-09,11,Delayed,,4500.54,466.23,72.14,5038.91,0.0559,False,0
SHP-000487,C010,QuickRetail Group,Retail,"Los Angeles, CA",US-West,"Minneapolis, MN",US-Midwest,Air Freight,PrimeMove Carriers,Refrigerated Goods,2751.4,2,2024-05-28,2024-05-30,2,Delivered,True,3988.7,417.36,0,4406.06,1.6014,False,0
SHP-000488,C005,BuildRight Materials,Construction,"Los Angeles, CA",US-West,"Toronto, ON",Canada,Air Freight,SwiftHaul Logistics,General Merchandise,4591.4,2,2025-10-16,2025-10-22,6,Delayed,,8462.87,891.13,0,9354.0,2.0373,False,0
SHP-000489,C009,AgroFarm Supplies,Agriculture,"Newark, NJ",US-East,"Minneapolis, MN",US-Midwest,Intermodal,SwiftHaul Logistics,High-Value Goods,31062.2,19,2024-06-13,2024-06-24,11,Delivered,True,2385.58,371.36,0,2756.94,0.0888,False,0
SHP-000490,C013,PharmaDist Inc,Pharmaceuticals,"Dallas, TX",US-South,"Monterrey, MX",Mexico,Truck (FTL),SkyBridge Air Cargo,Refrigerated Goods,36178.3,39,2025-03-08,,,Cancelled,,2868.94,440.94,166.36,3476.24,0.0961,False,0
SHP-000491,C005,BuildRight Materials,Construction,"Louisville, KY",US-East,"Miami, FL",US-South,Rail,Continental Express,Machinery & Equipment,166417.0,95,2024-02-23,2024-03-05,11,Delayed,,8237.64,1032.39,0,9270.03,0.0557,False,0
SHP-000492,C007,TextileWorld Inc,Textiles,"Newark, NJ",US-East,"Toronto, ON",Canada,Rail,PrimeMove Carriers,Machinery & Equipment,39949.1,24,2024-05-13,2024-05-27,14,Delivered,True,1198.47,181.4,324.59,1704.46,0.0427,False,0
SHP-000493,C006,PetroChem Industries,Chemicals,"Memphis, TN",US-South,"Minneapolis, MN",US-Midwest,Ocean,BlueWave Shipping,Fragile Items,346858.8,340,2025-02-28,2025-04-06,37,Delivered,True,12070.69,1930.74,0,14001.43,0.0404,False,0
SHP-000494,C014,AutoParts Direct,Automotive,"Columbus, OH",US-Midwest,"Denver, CO",US-West,Truck (FTL),SwiftHaul Logistics,Finished Products,29480.1,19,2024-06-21,2024-06-26,5,Delayed,,1718.69,152.79,130.89,2002.37,0.0679,False,0
SHP-000495,C003,FreshHarvest Foods,Food & Beverage,"Chicago, IL",US-Midwest,"Phoenix, AZ",US-West,Truck (LTL),Apex Freight Solutions,Refrigerated Goods,7214.0,4,2024-05-01,2024-05-06,5,Delivered,True,1110.96,191.08,336.81,1638.85,0.2272,False,0
SHP-000496,C014,AutoParts Direct,Automotive,"Atlanta, GA",US-South,"Boston, MA",US-East,Ocean,Pacific Route Lines,High-Value Goods,221341.2,217,2024-07-12,2024-08-21,40,Delivered,True,3585.73,364.15,363.35,4313.23,0.0195,False,0
SHP-000497,C001,Acme Manufacturing,Automotive,"Atlanta, GA",US-South,"Boston, MA",US-East,Truck (LTL),Apex Freight Solutions,Raw Materials,3759.4,1,2024-05-16,2024-05-23,7,Delivered,True,737.97,92.85,0,830.82,0.221,False,0
SHP-000498,C004,MedSupply Corp,Healthcare,"Dallas, TX",US-South,"Vancouver, BC",Canada,Intermodal,Apex Freight Solutions,Fragile Items,16669.6,20,2024-12-28,2025-01-01,4,Delivered,True,548.43,62.13,0,610.56,0.0366,False,0
SHP-000499,C007,TextileWorld Inc,Textiles,"Atlanta, GA",US-South,"Detroit, MI",US-Midwest,Ocean,PrimeMove Carriers,Hazardous Materials,30151.2,33,2025-04-24,2025-05-16,22,In Transit,,464.33,45.03,169.59,678.95,0.0225,False,0
SHP-000500,C007,TextileWorld Inc,Textiles,"Houston, TX",US-South,"Boston, MA",US-East,Truck (FTL),PrimeMove Carriers,General Merchandise,24968.4,13,2025-03-16,2025-03-19,3,Delivered,True,2943.77,318.22,0,3261.99,0.1306,False,0
SHP-000501,C014,AutoParts Direct,Automotive,"Atlanta, GA",US-South,"Portland, OR",US-West,Rail,Continental Express,Hazardous Materials,152636.5,176,2025-10-13,2025-10-25,12,Delivered,True,6059.67,1060.47,461.43,7581.57,0.0497,False,0
SHP-000502,C004,MedSupply Corp,Healthcare,"Houston, TX",US-South,"New York, NY",US-East,Intermodal,SkyBridge Air Cargo,Hazardous Materials,42699.3,31,2025-12-27,2026-01-12,16,Delayed,,1528.63,259.13,220.76,2008.52,0.047,False,0
SHP-000503,C012,EnergyFlow Corp,Energy,"Houston, TX",US-South,"Miami, FL",US-South,Rail,TransNational Freight,Oversized Load,71141.0,67,2025-11-10,,,Cancelled,,3798.93,588.81,281.62,4669.36,0.0656,False,0
SHP-000504,C001,Acme Manufacturing,Automotive,"Louisville, KY",US-East,"Monterrey, MX",Mexico,Air Freight,BlueWave Shipping,High-Value Goods,1268.5,1,2024-10-18,2024-10-21,3,Delivered,True,1897.93,169.73,0,2067.66,1.63,False,0
SHP-000505,C006,PetroChem Industries,Chemicals,"Columbus, OH",US-Midwest,"Miami, FL",US-South,Rail,BlueWave Shipping,General Merchandise,102842.0,86,2025-11-04,2025-11-09,5,Delivered,True,4967.27,635.74,134.66,5737.67,0.0558,False,0
SHP-000506,C010,QuickRetail Group,Retail,"Memphis, TN",US-South,"Phoenix, AZ",US-West,Ocean,Apex Freight Solutions,Hazardous Materials,433006.6,475,2025-07-14,2025-08-21,38,Delivered,True,14722.22,1594.35,371.9,16688.47,0.0385,False,0
SHP-000507,C004,MedSupply Corp,Healthcare,"Dallas, TX",US-South,"Miami, FL",US-South,Truck (FTL),IronRail Transport,Hazardous Materials,36179.7,27,2025-05-17,2025-05-24,7,Delivered,True,2272.09,352.75,60.3,2685.14,0.0742,False,0
SHP-000508,C005,BuildRight Materials,Construction,"Columbus, OH",US-Midwest,"San Francisco, CA",US-West,Rail,TransNational Freight,Bulk Commodities,55976.8,61,2025-09-06,2025-09-17,11,In Transit,,2115.92,251.39,0,2367.31,0.0423,False,0
SHP-000509,C006,PetroChem Industries,Chemicals,"Columbus, OH",US-Midwest,"San Francisco, CA",US-West,Intermodal,Continental Express,Refrigerated Goods,45933.9,29,2025-05-22,2025-06-03,12,Delivered,True,3615.0,533.73,356.82,4505.55,0.0981,False,0
SHP-000510,C005,BuildRight Materials,Construction,"Memphis, TN",US-South,"Detroit, MI",US-Midwest,Truck (FTL),Pacific Route Lines,Fragile Items,44367.4,29,2025-03-13,2025-03-16,3,Delivered,True,4201.59,462.35,0,4663.94,0.1051,False,0
SHP-000511,C015,ColdChain Express,Food & Beverage,"Los Angeles, CA",US-West,"Portland, OR",US-West,Truck (FTL),Heartland Trucking,High-Value Goods,8779.4,9,2024-09-17,2024-09-22,5,Delivered,True,815.61,111.61,0,927.22,0.1056,False,0
SHP-000512,C002,GlobalTech Solutions,Electronics,"Memphis, TN",US-South,"San Francisco, CA",US-West,Truck (LTL),Continental Express,General Merchandise,4220.9,3,2025-04-05,2025-04-11,6,Delivered,True,842.91,93.9,378.68,1315.49,0.3117,False,0
SHP-000513,C013,PharmaDist Inc,Pharmaceuticals,"Houston, TX",US-South,"Denver, CO",US-West,Truck (LTL),TransNational Freight,Machinery & Equipment,8729.0,8,2024-04-29,2024-05-01,2,Delivered,True,856.31,114.26,0,970.57,0.1112,False,0
SHP-000514,C012,EnergyFlow Corp,Energy,"Dallas, TX",US-South,"Toronto, ON",Canada,Ocean,Apex Freight Solutions,Raw Materials,313064.7,345,2025-02-08,2025-03-13,33,Delivered,True,12272.14,1424.46,345.15,14041.75,0.0449,False,0
SHP-000515,C004,MedSupply Corp,Healthcare,"Chicago, IL",US-Midwest,"New York, NY",US-East,Ocean,IronRail Transport,General Merchandise,245747.4,272,2025-07-05,2025-07-31,26,Delivered,True,3538.76,368.66,429.09,4336.51,0.0176,False,0
SHP-000516,C003,FreshHarvest Foods,Food & Beverage,"Memphis, TN",US-South,"Detroit, MI",US-Midwest,Truck (FTL),TransNational Freight,Hazardous Materials,34551.2,31,2025-04-05,2025-04-10,5,Delivered,True,2612.07,335.66,0,2947.73,0.0853,False,0
SHP-000517,C014,AutoParts Direct,Automotive,"Dallas, TX",US-South,"New York, NY",US-East,Rail,SwiftHaul Logistics,Refrigerated Goods,172573.3,124,2025-07-21,2025-07-31,10,Delayed,,6436.98,782.54,289.33,7508.85,0.0435,False,0
SHP-000518,C010,QuickRetail Group,Retail,"Columbus, OH",US-Midwest,"Toronto, ON",Canada,Intermodal,IronRail Transport,General Merchandise,11331.4,6,2025-10-25,2025-11-04,10,In Transit,,666.29,90.17,0,756.46,0.0668,False,0
SHP-000519,C010,QuickRetail Group,Retail,"Seattle, WA",US-West,"Minneapolis, MN",US-Midwest,Ocean,Continental Express,General Merchandise,151125.3,79,2024-08-12,2024-09-16,35,Delivered,True,2387.78,273.13,0,2660.91,0.0176,False,0
SHP-000520,C012,EnergyFlow Corp,Energy,"Memphis, TN",US-South,"San Francisco, CA",US-West,Rail,Continental Express,High-Value Goods,189415.5,180,2024-06-14,,,Cancelled,,8732.05,1013.14,485.47,10230.66,0.054,False,0
SHP-000521,C002,GlobalTech Solutions,Electronics,"Memphis, TN",US-South,"San Francisco, CA",US-West,Truck (LTL),IronRail Transport,Hazardous Materials,4972.6,2,2025-07-24,2025-07-26,2,In Transit,,1068.61,186.26,117.36,1372.23,0.276,False,0
SHP-000522,C005,BuildRight Materials,Construction,"Seattle, WA",US-West,"Toronto, ON",Canada,Truck (LTL),BlueWave Shipping,Finished Products,8087.5,5,2025-07-29,2025-08-03,5,Delivered,True,1111.22,101.56,0,1212.78,0.15,False,0
SHP-000523,C013,PharmaDist Inc,Pharmaceuticals,"Seattle, WA",US-West,"Monterrey, MX",Mexico,Truck (FTL),Heartland Trucking,Fragile Items,39136.3,22,2024-02-21,2024-02-25,4,Delivered,True,4301.08,604.0,0,4905.08,0.1253,False,0
SHP-000524,C013,PharmaDist Inc,Pharmaceuticals,"Chicago, IL",US-Midwest,"Miami, FL",US-South,Air Freight,Apex Freight Solutions,Refrigerated Goods,2834.2,2,2024-07-29,,,Cancelled,,4292.68,415.12,0,4707.8,1.6611,False,0
SHP-000525,C008,SteelForge Ltd,Metals,"Louisville, KY",US-East,"Minneapolis, MN",US-Midwest,Ocean,TransNational Freight,Hazardous Materials,188231.1,104,2025-03-01,2025-03-17,16,Delayed,,6512.8,601.12,0,7113.92,0.0378,False,0
SHP-000526,C005,BuildRight Materials,Construction,"Louisville, KY",US-East,"San Francisco, CA",US-West,Truck (FTL),SkyBridge Air Cargo,Bulk Commodities,35193.8,36,2025-06-26,2025-07-02,6,Delayed,,2424.85,355.24,0,2780.09,0.079,False,0
SHP-000527,C015,ColdChain Express,Food & Beverage,"Dallas, TX",US-South,"Minneapolis, MN",US-Midwest,Air Freight,PrimeMove Carriers,General Merchandise,770.6,1,2024-11-18,2024-11-20,2,Delivered,True,400.63,64.35,42.39,507.37,0.6584,False,0
SHP-000528,C001,Acme Manufacturing,Automotive,"Dallas, TX",US-South,"Monterrey, MX",Mexico,Truck (FTL),BlueWave Shipping,Machinery & Equipment,44109.3,23,2025-03-05,2025-03-09,4,Delivered,True,5222.54,835.12,486.33,6543.99,0.1484,False,0
SHP-000529,C014,AutoParts Direct,Automotive,"Atlanta, GA",US-South,"Vancouver, BC",Canada,Ocean,PrimeMove Carriers,Bulk Commodities,415231.7,264,2025-02-17,2025-03-31,42,Delivered,True,15363.57,2166.88,0,17530.45,0.0422,False,0
SHP-000530,C010,QuickRetail Group,Retail,"Columbus, OH",US-Midwest,"Toronto, ON",Canada,Intermodal,PrimeMove Carriers,High-Value Goods,23810.7,11,2024-05-09,,,Cancelled,,1073.86,89.88,0,1163.74,0.0489,False,0
SHP-000531,C002,GlobalTech Solutions,Electronics,"Louisville, KY",US-East,"Portland, OR",US-West,Rail,Heartland Trucking,Bulk Commodities,134423.4,67,2024-11-07,,,Cancelled,,2809.45,474.89,129.35,3413.69,0.0254,False,0
SHP-000532,C001,Acme Manufacturing,Automotive,"Seattle, WA",US-West,"Boston, MA",US-East,Ocean,Heartland Trucking,Bulk Commodities,33389.1,27,2024-01-06,2024-02-18,43,Delivered,True,984.98,91.09,0,1076.07,0.0322,False,0
SHP-000533,C012,EnergyFlow Corp,Energy,"Columbus, OH",US-Midwest,"Nashville, TN",US-South,Ocean,Heartland Trucking,Machinery & Equipment,181665.2,196,2025-01-21,2025-02-19,29,Delivered,True,3360.81,532.62,336.22,4229.65,0.0233,False,0
SHP-000534,C004,MedSupply Corp,Healthcare,"Seattle, WA",US-West,"Minneapolis, MN",US-Midwest,Truck (FTL),BlueWave Shipping,High-Value Goods,21482.1,24,2024-08-07,,,Cancelled,,1018.25,124.72,0,1142.97,0.0532,False,0
SHP-000535,C007,TextileWorld Inc,Textiles,"Columbus, OH",US-Midwest,"Portland, OR",US-West,Air Freight,Continental Express,Fragile Items,2519.2,2,2025-03-02,2025-03-03,1,In Transit,,3392.86,420.74,244.77,4058.37,1.611,False,0
SHP-000536,C012,EnergyFlow Corp,Energy,"Memphis, TN",US-South,"San Francisco, CA",US-West,Ocean,Heartland Trucking,Finished Products,350290.6,183,2025-07-26,2025-09-01,37,Delivered,True,8301.89,691.22,0,8993.11,0.0257,False,0
SHP-000537,C014,AutoParts Direct,Automotive,"Dallas, TX",US-South,"Miami, FL",US-South,Truck (FTL),PrimeMove Carriers,Machinery & Equipment,6611.3,3,2025-05-12,2025-05-13,1,Delivered,True,345.77,40.51,151.63,537.91,0.0814,False,0
SHP-000538,C010,QuickRetail Group,Retail,"Dallas, TX",US-South,"New York, NY",US-East,Rail,SkyBridge Air Cargo,Oversized Load,167442.5,121,2024-02-15,2024-02-26,11,Delivered,True,6630.72,611.57,0,7242.29,0.0433,False,0
SHP-000539,C008,SteelForge Ltd,Metals,"Seattle, WA",US-West,"Monterrey, MX",Mexico,Intermodal,Pacific Route Lines,Machinery & Equipment,63336.6,35,2024-11-29,2024-12-04,5,Delivered,True,3496.18,440.85,224.54,4161.57,0.0657,False,0
SHP-000540,C007,TextileWorld Inc,Textiles,"Dallas, TX",US-South,"Denver, CO",US-West,Intermodal,PrimeMove Carriers,Finished Products,77065.6,51,2025-12-25,2025-12-29,4,Delivered,True,5741.39,881.83,432.98,7056.2,0.0916,False,0
SHP-000541,C012,EnergyFlow Corp,Energy,"Atlanta, GA",US-South,"Portland, OR",US-West,Ocean,TransNational Freight,Finished Products,104289.1,61,2025-08-06,2025-09-01,26,Delivered,True,2982.67,410.67,0,3393.34,0.0325,False,0
SHP-000542,C001,Acme Manufacturing,Automotive,"Chicago, IL",US-Midwest,"Toronto, ON",Canada,Air Freight,BlueWave Shipping,General Merchandise,3944.4,3,2025-06-30,2025-07-03,3,Delivered,True,3907.32,588.29,222.11,4717.72,1.1961,False,0
SHP-000543,C008,SteelForge Ltd,Metals,"Los Angeles, CA",US-West,"Phoenix, AZ",US-West,Intermodal,BlueWave Shipping,High-Value Goods,70175.4,70,2024-04-11,2024-04-23,12,Delivered,True,3221.05,340.52,0,3561.57,0.0508,False,0
SHP-000544,C005,BuildRight Materials,Construction,"Chicago, IL",US-Midwest,"San Francisco, CA",US-West,Rail,Continental Express,Hazardous Materials,130605.6,110,2025-02-03,2025-02-09,6,Delivered,True,4309.98,356.51,0,4666.49,0.0357,False,0
SHP-000545,C006,PetroChem Industries,Chemicals,"Atlanta, GA",US-South,"Detroit, MI",US-Midwest,Truck (FTL),SwiftHaul Logistics,Oversized Load,35085.3,40,2024-04-27,2024-04-30,3,Delivered,True,3048.91,394.22,192.52,3635.65,0.1036,False,0
SHP-000546,C007,TextileWorld Inc,Textiles,"Chicago, IL",US-Midwest,"Minneapolis, MN",US-Midwest,Truck (FTL),Continental Express,Oversized Load,15766.4,9,2025-07-22,2025-07-28,6,Delivered,True,1846.25,272.34,0,2118.59,0.1344,False,0
SHP-000547,C007,TextileWorld Inc,Textiles,"Memphis, TN",US-South,"Miami, FL",US-South,Ocean,Heartland Trucking,Oversized Load,484276.6,569,2025-03-09,,,Cancelled,,10266.66,1832.92,268.77,12368.35,0.0255,False,0
SHP-000548,C014,AutoParts Direct,Automotive,"Columbus, OH",US-Midwest,"Boston, MA",US-East,Ocean,BlueWave Shipping,General Merchandise,467418.3,311,2024-12-25,2025-01-21,27,Delivered,True,11451.75,1600.8,190.08,13242.63,0.0283,False,0
SHP-000549,C001,Acme Manufacturing,Automotive,"Houston, TX",US-South,"Vancouver, BC",Canada,Air Freight,Apex Freight Solutions,Refrigerated Goods,494.1,1,2025-03-18,2025-03-19,1,Delivered,True,937.26,152.82,499.41,1589.49,3.2169,False,0
SHP-000550,C006,PetroChem Industries,Chemicals,"Seattle, WA",US-West,"Toronto, ON",Canada,Rail,Pacific Route Lines,Fragile Items,139209.9,88,2025-12-09,2025-12-16,7,Delivered,True,4580.01,462.87,164.23,5207.11,0.0374,True,2487.34
SHP-000551,C015,ColdChain Express,Food & Beverage,"Los Angeles, CA",US-West,"Toronto, ON",Canada,Truck (LTL),Continental Express,Finished Products,7062.7,3,2024-03-20,2024-03-31,11,Delayed,,1480.34,198.09,324.55,2002.98,0.2836,False,0
SHP-000552,C008,SteelForge Ltd,Metals,"Chicago, IL",US-Midwest,"Phoenix, AZ",US-West,Intermodal,Apex Freight Solutions,Bulk Commodities,22403.1,11,2025-04-18,2025-04-27,9,Delivered,True,1532.37,229.4,0,1761.77,0.0786,False,0
SHP-000553,C004,MedSupply Corp,Healthcare,"Los Angeles, CA",US-West,"Monterrey, MX",Mexico,Rail,PrimeMove Carriers,Oversized Load,166930.5,197,2025-05-20,2025-05-30,10,Delivered,True,7511.87,1208.22,0,8720.09,0.0522,False,0
SHP-000554,C012,EnergyFlow Corp,Energy,"Columbus, OH",US-Midwest,"Denver, CO",US-West,Truck (FTL),IronRail Transport,High-Value Goods,39796.6,24,2025-08-02,2025-08-08,6,Delivered,True,3402.61,440.3,329.92,4172.83,0.1049,False,0
SHP-000555,C002,GlobalTech Solutions,Electronics,"Columbus, OH",US-Midwest,"San Francisco, CA",US-West,Ocean,TransNational Freight,Hazardous Materials,467446.1,234,2025-11-25,2025-12-10,15,Delivered,True,16687.83,2805.23,137.16,19630.22,0.042,False,0
SHP-000556,C009,AgroFarm Supplies,Agriculture,"Columbus, OH",US-Midwest,"Boston, MA",US-East,Ocean,Heartland Trucking,Raw Materials,469566.3,258,2024-11-26,2025-01-06,41,Delivered,True,13711.34,2389.99,0,16101.33,0.0343,False,0
SHP-000557,C002,GlobalTech Solutions,Electronics,"Louisville, KY",US-East,"Minneapolis, MN",US-Midwest,Intermodal,PrimeMove Carriers,Finished Products,13042.5,10,2024-11-19,,,Cancelled,,862.11,73.02,266.21,1201.34,0.0921,False,0
SHP-000558,C015,ColdChain Express,Food & Beverage,"Columbus, OH",US-Midwest,"Monterrey, MX",Mexico,Truck (FTL),IronRail Transport,High-Value Goods,41679.8,50,2025-10-02,2025-10-03,1,Delivered,True,2325.73,262.63,0,2588.36,0.0621,False,0
SHP-000559,C001,Acme Manufacturing,Automotive,"Columbus, OH",US-Midwest,"Monterrey, MX",Mexico,Ocean,PrimeMove Carriers,Fragile Items,62841.9,32,2024-12-07,2025-01-05,29,Delivered,True,1080.88,123.31,0,1204.19,0.0192,False,0
SHP-000560,C010,QuickRetail Group,Retail,"Memphis, TN",US-South,"Monterrey, MX",Mexico,Truck (FTL),Pacific Route Lines,Machinery & Equipment,8421.4,4,2025-12-11,2025-12-12,1,Delivered,True,378.12,31.51,0,409.63,0.0486,False,0
SHP-000561,C013,PharmaDist Inc,Pharmaceuticals,"Memphis, TN",US-South,"New York, NY",US-East,Rail,Apex Freight Solutions,High-Value Goods,38329.0,35,2025-09-24,2025-10-05,11,Delivered,True,850.9,72.51,200.84,1124.25,0.0293,False,0
SHP-000562,C011,PackLogic Systems,Packaging,"Columbus, OH",US-Midwest,"New York, NY",US-East,Intermodal,Continental Express,Raw Materials,39967.4,28,2024-01-27,,,Cancelled,,2438.01,219.73,337.89,2995.63,0.075,False,0
SHP-000563,C002,GlobalTech Solutions,Electronics,"Chicago, IL",US-Midwest,"New York, NY",US-East,Air Freight,TransNational Freight,Machinery & Equipment,4211.9,2,2025-05-07,,,Cancelled,,9724.01,900.43,177.7,10802.14,2.5647,False,0
SHP-000564,C003,FreshHarvest Foods,Food & Beverage,"Los Angeles, CA",US-West,"New York, NY",US-East,Truck (LTL),SkyBridge Air Cargo,Machinery & Equipment,5179.9,3,2024-05-29,2024-06-02,4,Delivered,True,988.32,114.42,270.57,1373.31,0.2651,False,0
SHP-000565,C005,BuildRight Materials,Construction,"Seattle, WA",US-West,"New York, NY",US-East,Air Freight,Apex Freight Solutions,Hazardous Materials,1225.1,1,2024-12-18,2024-12-19,1,Delivered,True,2619.75,356.14,0,2975.89,2.4291,False,0
SHP-000566,C004,MedSupply Corp,Healthcare,"Chicago, IL",US-Midwest,"Phoenix, AZ",US-West,Truck (LTL),Pacific Route Lines,Raw Materials,6954.9,5,2024-11-02,2024-11-10,8,In Transit,,1563.46,213.58,0,1777.04,0.2555,False,0
SHP-000567,C015,ColdChain Express,Food & Beverage,"Los Angeles, CA",US-West,"Minneapolis, MN",US-Midwest,Truck (LTL),SwiftHaul Logistics,Oversized Load,2379.7,1,2024-12-05,2024-12-15,10,Delayed,,442.86,46.01,476.29,965.16,0.4056,False,0
